title,detail_url,act_details_url,enactment_date,document_type,pdf_url,raw_source,act_id,full_text_source,is_amendment,original_detail_url,original_title,original_raw_source,original_act_details_url,original_act_id,original_full_text_source,original_enactment_date
"বঙ্গবন্ধু ক্রীড়াসেবী কল্যাণ ফাউন্ডেশন (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1540.html,http://bdlaws.minlaw.gov.bd/act-details-1540.html,2025-05-27,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-05-29-10-07-20-Ordinance-No.-27-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1540-html.html,act-1540,data\full_text\act-details-1540.txt,True,,,,,,,
"অর্থ অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1541.html,http://bdlaws.minlaw.gov.bd/act-details-1541.html,2025-02-06,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-06-17-10-04-01-Ordinance-No.-28-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1541-html.html,act-1541,data\full_text\act-details-1541.txt,False,,,,,,,
"জাতীয় মুক্তিযোদ্ধা কাউন্সিল (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1542.html,http://bdlaws.minlaw.gov.bd/act-details-1542.html,2025-03-06,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-06-17-12-11-17-Ordinance-No.-29-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1542-html.html,act-1542,data\full_text\act-details-1542.txt,True,,,,,,,
"জুলাই গণঅভ্যুত্থানে শহিদ পরিবার এবং জুলাই যোদ্ধাদের কল্যাণ ও পুনর্বাসন অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1543.html,http://bdlaws.minlaw.gov.bd/act-details-1543.html,2025-06-17,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-06-23-11-08-48-Ordinance-No.-30-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1543-html.html,act-1543,data\full_text\act-details-1543.txt,False,,,,,,,
"নির্দিষ্টকরণ (সম্পূরক) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1544.html,http://bdlaws.minlaw.gov.bd/act-details-1544.html,2025-06-26,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-07-08-13-28-36-Schedule.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1544-html.html,act-1544,data\full_text\act-details-1544.txt,False,,,,,,,
"নির্দিষ্টকরণ অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1545.html,http://bdlaws.minlaw.gov.bd/act-details-1545.html,2025-06-26,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-07-08-13-49-50-Schedule.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1545-html.html,act-1545,data\full_text\act-details-1545.txt,False,,,,,,,
"অর্থ সংক্রান্ত কতিপয় আইন (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1546.html,http://bdlaws.minlaw.gov.bd/act-details-1546.html,2025-06-26,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-07-08-14-01-37-Ordinance-No.-33-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1546-html.html,act-1546,data\full_text\act-details-1546.txt,True,,,,,,,
"Protection and Conservation of Fish (Amendment) Ordinance, 2025",http://bdlaws.minlaw.gov.bd/act-1547.html,http://bdlaws.minlaw.gov.bd/act-details-1547.html,2025-06-29,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-07-08-14-44-45-Ordinance-No.-34-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1547-html.html,act-1547,data\full_text\act-details-1547.txt,True,http://bdlaws.minlaw.gov.bd/act-233.html,"The Protection and Conservation of Fish Act, 1950 (East Bengal Act)",data\raw\http-bdlaws-minlaw-gov-bd-act-233-html.html,http://bdlaws.minlaw.gov.bd/act-details-233.html,act-233,data\full_text\act-details-233.txt,1950-05-18
"আইনগত সহায়তা প্রদান (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1548.html,http://bdlaws.minlaw.gov.bd/act-details-1548.html,2025-01-07,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-07-08-15-21-43-Schedule.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1548-html.html,act-1548,data\full_text\act-details-1548.txt,True,http://bdlaws.minlaw.gov.bd/act-834.html,"আইনগত সহায়তা প্রদান আইন, ২০০০",data\raw\http-bdlaws-minlaw-gov-bd-act-834-html.html,http://bdlaws.minlaw.gov.bd/act-details-834.html,act-834,data\full_text\act-details-834.txt,
"Code of Criminal Procedure (Amendment) Ordinance, 2025",http://bdlaws.minlaw.gov.bd/act-1549.html,http://bdlaws.minlaw.gov.bd/act-details-1549.html,2025-10-07,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-07-13-13-43-26-Ordinance-No.-36-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1549-html.html,act-1549,data\full_text\act-details-1549.txt,True,http://bdlaws.minlaw.gov.bd/act-75.html,"The Code of Criminal Procedure, 1898",data\raw\http-bdlaws-minlaw-gov-bd-act-75-html.html,http://bdlaws.minlaw.gov.bd/act-details-75.html,act-75,data\full_text\act-details-75.txt,1898-03-22
"সরকারি চাকরি (দ্বিতীয় সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1550.html,http://bdlaws.minlaw.gov.bd/act-details-1550.html,2025-07-23,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-07-31-13-14-01-Ordinance-No.-37-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1550-html.html,act-1550,data\full_text\act-details-1550.txt,True,http://bdlaws.minlaw.gov.bd/act-1271.html,"সরকারি চাকরি আইন, ২০১৮",data\raw\http-bdlaws-minlaw-gov-bd-act-1271-html.html,http://bdlaws.minlaw.gov.bd/act-details-1271.html,act-1271,data\full_text\act-details-1271.txt,2018-11-14
"মহেশখালী সমন্বিত উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1551.html,http://bdlaws.minlaw.gov.bd/act-details-1551.html,2025-07-23,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-07-31-15-38-05-তফসিল.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1551-html.html,act-1551,data\full_text\act-details-1551.txt,False,,,,,,,
"ভোটার তালিকা (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1552.html,http://bdlaws.minlaw.gov.bd/act-details-1552.html,2025-07-24,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-08-03-10-03-20-Ordinance-No.-39-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1552-html.html,act-1552,data\full_text\act-details-1552.txt,True,http://bdlaws.minlaw.gov.bd/act-1005.html,"ভোটার তালিকা আইন, ২০০৯",data\raw\http-bdlaws-minlaw-gov-bd-act-1005-html.html,http://bdlaws.minlaw.gov.bd/act-details-1005.html,act-1005,data\full_text\act-details-1005.txt,2009-02-24
"জাতীয় ক্রীড়া পরিষদ (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1553.html,http://bdlaws.minlaw.gov.bd/act-details-1553.html,2025-04-08,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-08-10-16-12-58-Ordinance-No.-40-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1553-html.html,act-1553,data\full_text\act-details-1553.txt,True,http://bdlaws.minlaw.gov.bd/act-1264.html,"জাতীয় ক্রীড়া পরিষদ আইন, ২০১৮",data\raw\http-bdlaws-minlaw-gov-bd-act-1264-html.html,http://bdlaws.minlaw.gov.bd/act-details-1264.html,act-1264,data\full_text\act-details-1264.txt,2018-08-10
"Code of Criminal Procedure (Second Amendment) Ordinance, 2025",http://bdlaws.minlaw.gov.bd/act-1554.html,http://bdlaws.minlaw.gov.bd/act-details-1554.html,2025-10-08,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-08-13-15-55-01-Ordinance-No.-41-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1554-html.html,act-1554,data\full_text\act-details-1554.txt,True,http://bdlaws.minlaw.gov.bd/act-75.html,"The Code of Criminal Procedure, 1898",data\raw\http-bdlaws-minlaw-gov-bd-act-75-html.html,http://bdlaws.minlaw.gov.bd/act-details-75.html,act-75,data\full_text\act-details-75.txt,1898-03-22
"বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষ (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1555.html,http://bdlaws.minlaw.gov.bd/act-details-1555.html,2025-10-08,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-08-14-17-06-03-Ordinance-No.-42-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1555-html.html,act-1555,data\full_text\act-details-1555.txt,True,http://bdlaws.minlaw.gov.bd/act-1194.html,"বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষ আইন, ২০১৬",data\raw\http-bdlaws-minlaw-gov-bd-act-1194-html.html,http://bdlaws.minlaw.gov.bd/act-details-1194.html,act-1194,data\full_text\act-details-1194.txt,2016-01-08
"স্থানীয় সরকার (সিটি কর্পোরেশন) (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1556.html,http://bdlaws.minlaw.gov.bd/act-details-1556.html,2025-08-18,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-08-20-09-16-25-Ordinance-No.-43-of-2025.pdf.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1556-html.html,act-1556,data\full_text\act-details-1556.txt,True,http://bdlaws.minlaw.gov.bd/act-1026.html,"স্থানীয় সরকার (সিটি কর্পোরেশন) আইন, ২০০৯",data\raw\http-bdlaws-minlaw-gov-bd-act-1026-html.html,http://bdlaws.minlaw.gov.bd/act-details-1026.html,act-1026,data\full_text\act-details-1026.txt,2009-10-15
"স্থানীয় সরকার (পৌরসভা) (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1557.html,http://bdlaws.minlaw.gov.bd/act-details-1557.html,2025-08-18,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-08-20-09-24-24-Ordinance-No.-44-of-2025.pdf.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1557-html.html,act-1557,data\full_text\act-details-1557.txt,True,,,,,,,
"স্থানীয় সরকার (সিটি কর্পোরেশন) (দ্বিতীয় সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1558.html,http://bdlaws.minlaw.gov.bd/act-details-1558.html,2025-08-28,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-09-02-09-41-55-Ordinance-No.-45-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1558-html.html,act-1558,data\full_text\act-details-1558.txt,True,http://bdlaws.minlaw.gov.bd/act-1026.html,"স্থানীয় সরকার (সিটি কর্পোরেশন) আইন, ২০০৯",data\raw\http-bdlaws-minlaw-gov-bd-act-1026-html.html,http://bdlaws.minlaw.gov.bd/act-details-1026.html,act-1026,data\full_text\act-details-1026.txt,2009-10-15
"রাজস্ব নীতি ও রাজস্ব ব্যবস্থাপনা (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1559.html,http://bdlaws.minlaw.gov.bd/act-details-1559.html,2025-01-09,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-09-03-10-44-37-Ordinance-No.-46-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1559-html.html,act-1559,data\full_text\act-details-1559.txt,True,http://bdlaws.minlaw.gov.bd/act-1537.html,"রাজস্ব নীতি ও রাজস্ব ব্যবস্থাপনা অধ্যাদেশ, ২০২৫",data\raw\http-bdlaws-minlaw-gov-bd-act-1537-html.html,http://bdlaws.minlaw.gov.bd/act-details-1537.html,act-1537,data\full_text\act-details-1537.txt,2025-12-05
"স্থানীয় সরকার (ইউনিয়ন পরিষদ) (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1560.html,http://bdlaws.minlaw.gov.bd/act-details-1560.html,2025-01-09,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-09-03-10-59-32-Ordinance-No.-47-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1560-html.html,act-1560,data\full_text\act-details-1560.txt,True,http://bdlaws.minlaw.gov.bd/act-1027.html,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯",data\raw\http-bdlaws-minlaw-gov-bd-act-1027-html.html,http://bdlaws.minlaw.gov.bd/act-details-1027.html,act-1027,data\full_text\act-details-1027.txt,2009-10-15
"গাজীপুর ডিজিটাল ইউনিভার্সিটি (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1561.html,http://bdlaws.minlaw.gov.bd/act-details-1561.html,2025-01-09,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-09-03-11-11-02-Ordinance-No.-48-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1561-html.html,act-1561,data\full_text\act-details-1561.txt,True,,,,,,,
"উপজেলা পরিষদ (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1562.html,http://bdlaws.minlaw.gov.bd/act-details-1562.html,2025-04-09,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-09-07-11-37-45-Ordinance-No.-49-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1562-html.html,act-1562,data\full_text\act-details-1562.txt,True,http://bdlaws.minlaw.gov.bd/act-827.html,"উপজেলা পরিষদ আইন, ১৯৯৮",data\raw\http-bdlaws-minlaw-gov-bd-act-827-html.html,http://bdlaws.minlaw.gov.bd/act-details-827.html,act-827,data\full_text\act-details-827.txt,1998-03-12
"নির্বাচন কমিশন সচিবালয় (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1563.html,http://bdlaws.minlaw.gov.bd/act-details-1563.html,2025-05-10,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-10-06-13-08-38-Ordinance-No.-50-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1563-html.html,act-1563,data\full_text\act-details-1563.txt,True,http://bdlaws.minlaw.gov.bd/act-1004.html,"নির্বাচন কমিশন সচিবালয় আইন, ২০০৯",data\raw\http-bdlaws-minlaw-gov-bd-act-1004-html.html,http://bdlaws.minlaw.gov.bd/act-details-1004.html,act-1004,data\full_text\act-details-1004.txt,2009-02-24
"নির্বাচন কর্মকর্তা (বিশেষ বিধান) (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1564.html,http://bdlaws.minlaw.gov.bd/act-details-1564.html,2025-05-10,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-10-06-13-19-52-Ordinance-No.-51-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1564-html.html,act-1564,data\full_text\act-details-1564.txt,True,http://bdlaws.minlaw.gov.bd/act-750.html,"নির্বাচন কর্মকর্তা (বিশেষ বিধান) আইন, ১৯৯১",data\raw\http-bdlaws-minlaw-gov-bd-act-750-html.html,http://bdlaws.minlaw.gov.bd/act-details-750.html,act-750,data\full_text\act-details-750.txt,1991-04-05
"অর্থ সংক্রান্ত কতিপয় আইন (দ্বিতীয় সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1565.html,http://bdlaws.minlaw.gov.bd/act-details-1565.html,2025-06-10,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-10-12-10-37-22-Ordinance-No.-52-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1565-html.html,act-1565,data\full_text\act-details-1565.txt,True,,,,,,,
"International Crimes (Tribunals) (Third Amendment) Ordinance, 2025",http://bdlaws.minlaw.gov.bd/act-1566.html,http://bdlaws.minlaw.gov.bd/act-details-1566.html,2025-06-10,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-10-12-10-52-10-Ordinance-No.-53-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1566-html.html,act-1566,data\full_text\act-details-1566.txt,True,http://bdlaws.minlaw.gov.bd/act-435.html,"The International Crimes (Tribunals) Act, 1973",data\raw\http-bdlaws-minlaw-gov-bd-act-435-html.html,http://bdlaws.minlaw.gov.bd/act-details-435.html,act-435,data\full_text\act-details-435.txt,1973-07-20
"সাইবার সুরক্ষা (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1567.html,http://bdlaws.minlaw.gov.bd/act-details-1567.html,2025-10-22,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-10-27-10-45-37-Ordinance-No.-54-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1567-html.html,act-1567,data\full_text\act-details-1567.txt,True,http://bdlaws.minlaw.gov.bd/act-1538.html,"সাইবার সুরক্ষা অধ্যাদেশ, ২০২৫",data\raw\http-bdlaws-minlaw-gov-bd-act-1538-html.html,http://bdlaws.minlaw.gov.bd/act-details-1538.html,act-1538,data\full_text\act-details-1538.txt,2025-05-21
"Civil Courts (Amendment) Ordinance, 2025",http://bdlaws.minlaw.gov.bd/act-1568.html,http://bdlaws.minlaw.gov.bd/act-details-1568.html,2025-02-11,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-04-11-30-51-59119_90592.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1568-html.html,act-1568,data\full_text\act-details-1568.txt,True,http://bdlaws.minlaw.gov.bd/act-59.html,"The Civil Courts Act, 1887",data\raw\http-bdlaws-minlaw-gov-bd-act-59-html.html,http://bdlaws.minlaw.gov.bd/act-details-59.html,act-59,data\full_text\act-details-59.txt,1887-11-03
"Representation of the People (Amendment) Ordinance, 2025",http://bdlaws.minlaw.gov.bd/act-1569.html,http://bdlaws.minlaw.gov.bd/act-details-1569.html,2025-03-11,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-05-14-20-42-Ordinance-No.-56-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1569-html.html,act-1569,data\full_text\act-details-1569.txt,True,http://bdlaws.minlaw.gov.bd/act-424.html,"The Representation of the People Order, 1972 (President's Order)",data\raw\http-bdlaws-minlaw-gov-bd-act-424-html.html,http://bdlaws.minlaw.gov.bd/act-details-424.html,act-424,data\full_text\act-details-424.txt,1972-12-26
"মূল্য সংযোজন কর ও সম্পূরক শুল্ক (দ্বিতীয় সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1570.html,http://bdlaws.minlaw.gov.bd/act-details-1570.html,2025-05-11,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-12-15-28-39-Ordinance-No.-57-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1570-html.html,act-1570,data\full_text\act-details-1570.txt,True,http://bdlaws.minlaw.gov.bd/act-1106.html,"মূল্য সংযোজন কর ও সম্পূরক শুল্ক আইন, ২০১২",data\raw\http-bdlaws-minlaw-gov-bd-act-1106-html.html,http://bdlaws.minlaw.gov.bd/act-details-1106.html,act-1106,data\full_text\act-details-1106.txt,2012-10-12
"কাস্টমস (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1571.html,http://bdlaws.minlaw.gov.bd/act-details-1571.html,2025-05-11,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-12-16-34-29-Ordinance-No.-58-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1571-html.html,act-1571,data\full_text\act-details-1571.txt,True,http://bdlaws.minlaw.gov.bd/act-1476.html,"কাস্টমস আইন, ২০২৩",data\raw\http-bdlaws-minlaw-gov-bd-act-1476-html.html,http://bdlaws.minlaw.gov.bd/act-details-1476.html,act-1476,data\full_text\act-details-1476.txt,2023-11-13
"আয়কর (সংশোধন) অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1572.html,http://bdlaws.minlaw.gov.bd/act-details-1572.html,2025-06-11,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-13-11-46-07-Ordinance-No.-59-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1572-html.html,act-1572,data\full_text\act-details-1572.txt,True,http://bdlaws.minlaw.gov.bd/act-1429.html,"আয়কর আইন, ২০২৩",data\raw\http-bdlaws-minlaw-gov-bd-act-1429-html.html,http://bdlaws.minlaw.gov.bd/act-details-1429.html,act-1429,data\full_text\act-details-1429.txt,2023-06-22
"জাতীয় উপাত্ত ব্যবস্থাপনা অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1573.html,http://bdlaws.minlaw.gov.bd/act-details-1573.html,2025-06-11,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-16-09-27-17-Schedule.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1573-html.html,act-1573,data\full_text\act-details-1573.txt,False,,,,,,,
"ব্যক্তিগত উপাত্ত সুরক্ষা অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1574.html,http://bdlaws.minlaw.gov.bd/act-details-1574.html,2025-06-11,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-16-13-56-48-Schedule.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1574-html.html,act-1574,data\full_text\act-details-1574.txt,False,,,,,,,
"জাতীয় মানবাধিকার কমিশন অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1575.html,http://bdlaws.minlaw.gov.bd/act-details-1575.html,2025-09-11,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-17-09-28-13-Ordinance-No.-62-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1575-html.html,act-1575,data\full_text\act-details-1575.txt,False,,,,,,,
"জুলাই গণঅভ্যুত্থান স্মৃতি জাদুঘর অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1576.html,http://bdlaws.minlaw.gov.bd/act-details-1576.html,2025-11-13,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-17-11-11-01-Ordinance-No.-63-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1576-html.html,act-1576,data\full_text\act-details-1576.txt,False,,,,,,,
"আমানত সুরক্ষা অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1577.html,http://bdlaws.minlaw.gov.bd/act-details-1577.html,2025-11-13,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-17-13-46-01-Ordinance-No.-64-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1577-html.html,act-1577,data\full_text\act-details-1577.txt,False,,,,,,,
"বাংলাদেশ শ্রম (সংশোধন) অধ্যাদেশ ,২০২৫",http://bdlaws.minlaw.gov.bd/act-1578.html,http://bdlaws.minlaw.gov.bd/act-details-1578.html,2025-11-17,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-26-14-12-55-Schedule.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1578-html.html,act-1578,data\full_text\act-details-1578.txt,True,http://bdlaws.minlaw.gov.bd/act-952.html,"বাংলাদেশ শ্রম আইন, ২০০৬",data\raw\http-bdlaws-minlaw-gov-bd-act-952-html.html,http://bdlaws.minlaw.gov.bd/act-details-952.html,act-952,data\full_text\act-details-952.txt,2006-11-10
"মানবদেহে অঙ্গ-প্রত্যঙ্গ সংযোজন অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1579.html,http://bdlaws.minlaw.gov.bd/act-details-1579.html,2025-11-19,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-22-15-00-47-Ordinance-No.-66-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1579-html.html,act-1579,data\full_text\act-details-1579.txt,False,,,,,,,
"গণভোট অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1580.html,http://bdlaws.minlaw.gov.bd/act-details-1580.html,2025-11-25,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-26-16-09-57-তফসিল.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1580-html.html,act-1580,data\full_text\act-details-1580.txt,False,,,,,,,
"বরিশাল উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1581.html,http://bdlaws.minlaw.gov.bd/act-details-1581.html,2025-11-26,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-27-14-20-18-Ordinance-No.-68-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1581-html.html,act-1581,data\full_text\act-details-1581.txt,False,,,,,,,
"ময়মনসিংহ উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1582.html,http://bdlaws.minlaw.gov.bd/act-details-1582.html,2025-11-26,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-11-30-15-40-27-Ordinance-No.-69-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1582-html.html,act-1582,data\full_text\act-details-1582.txt,False,,,,,,,
"রংপুর উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1583.html,http://bdlaws.minlaw.gov.bd/act-details-1583.html,2025-11-26,Ordinance,,data\raw\http-bdlaws-minlaw-gov-bd-act-1583-html.html,act-1583,data\full_text\act-details-1583.txt,False,,,,,,,
"স্থানিক পরিকল্পনা অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1584.html,http://bdlaws.minlaw.gov.bd/act-details-1584.html,2025-11-26,Ordinance,,data\raw\http-bdlaws-minlaw-gov-bd-act-1584-html.html,act-1584,data\full_text\act-details-1584.txt,False,,,,,,,
"সুপ্রীম কোর্ট সচিবালয় অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1585.html,http://bdlaws.minlaw.gov.bd/act-details-1585.html,2025-11-30,Ordinance,,data\raw\http-bdlaws-minlaw-gov-bd-act-1585-html.html,act-1585,data\full_text\act-details-1585.txt,False,,,,,,,
"গুম প্রতিরোধ ও প্রতিকার অধ্যাদেশ, ২০২৫",http://bdlaws.minlaw.gov.bd/act-1586.html,http://bdlaws.minlaw.gov.bd/act-details-1586.html,2025-01-12,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2025-12-02-16-25-47-Ordinance-No.-73-of-2025.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1586-html.html,act-1586,data\full_text\act-details-1586.txt,False,,,,,,,
